ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and time of your visit,Does this house shows clear signs of housing decay conditions?,Roof,Exterior Walls,Front yard,Foundation,Roof Notes,Number of structures,Other - Number of structures,Occupancy status,Other - Occupancy status,Property type,Other - Property type,Number of stories (main structure),Current Use,Other - Current Use,Type of residential structure,Other - Type of residential structure,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Does the property shows “rascuache” elements?,Other - Does the property shows “rascuache” elements?,Foundation type,Other - Foundation type,Is there a basement?,Foundation Observations,Other - Foundation Observations,Assessment Score - Foundation,First floor height in feet,Roof type,Other roof system (please specify) - Roof type,Roof finishes,Roof material,Other - Roof material,Roof composition,Roof color,Assessment Score - Roof,Number of structures,Other - Number of structures,Describe the signs that make you suggest that this is an abandoned property,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Are there additional roof elements attached to the main roof structure?,Type of pitch roof,Other - Roof color,Gutters and downspouts,Other - Gutters and downspouts,Gutter conditions,Gutter Location,Elbows,Downspouts Location,Splash block or hard surface nearby downspouts,Adequate slope/outward slope or drainage nearby downspouts,Gutters and Downspouts - Observations,Other - Gutters and Downspouts - Observations,Gutters and Downspouts - Assessment score,Other - Are there additional roof elements attached to the main roof structure?,Other - Type of pitch roof,Wall Structure/Veneer,Other - Wall Structure/Veneer,"If paint layer added, specify the color","Other - If paint layer added, specify the color",Insulation,Walls overall Observations,Other - Walls overall Observations,Assessment score - Walls' structural integrity,Assessment score - Coating condition,Assessment score - Walls overall,Windows function,Other - Windows function,Windows appearance,Other - Windows appearance,Are there any missing windows?,Other - Are there any missing windows?,Windows type,Other - Windows type,Windows material,Window assembly,Other - Window assembly,"Window/façade ratio (North, East, South, West)",Additional Elements,Other - Additional Elements,Are the windows recycled?,Other - Are the windows recycled?,Windows Observations,Other - Windows Observations,Window condition - Assembly,Window condition - Frames,Window condition - Coating,Window assessment score - overall, Type of doors,Other -  Type of doors,Door materials,Other - Door materials,Other door elements,Other - Other door elements,Are there any recycled doors?,Other - Are there any recycled doors?,Doors Observations,Other - Doors Observations,Door condition - Structural Integrity,Door condition - coating,Door assessment score - overall,Type of system present,Other - Type of system present,What is the ratio of AC units to Windows?,Are there any signs of recent installation of mechanical systems?,Other - Are there any signs of recent installation of mechanical systems?,Mechanical Systems Observations,Other - Mechanical Systems Observations,Mechanical Systems Assessment Score - Overall,Fence type,Other - Fence type,Fence Observations,Fence assessment score,Hardscape type,Other - Hardscape type,Does hardscape allows for correct drainage?,Hardcape assessment score,Landscape type,Landscape - Number of trees,Landscape Observations,Other - Landscape Observations,Landscape assessment score,Rank the home elements that require attention from the highest to the lowest priority,Rate the overall home condition,Roof observations,Windows type ,Other - Windows type ,Fence Observations,Multiple separated structures ,Other - Roof observations,Respondent's Name,Other - Respondent's Name,Address ID Number,Are you able to survey this address?,Reason,x,y
100,835414eb-b9fb-4ca3-85d1-6ce9a78dd5ac,2/9/2024 11:50:32 PM,,2/9/2024 11:50:32 PM,,2/9/2024 10:03:00 PM,,,,,,,,,Occupied,,Single family home,,1,other,"Current use residential, appears to have been commercial at one point ",,,,,Yes,,Pier and beam,,No,No_issues,,Good,0.5,Pitched,,,Asphalt_shingles,,Asphalt 100%,Dark (Grey/ Red/Blue/Brown),Fair,other,Single structure with add on,,"Yes, historic property without",,other,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,Storefront facade,,"other,Stucco","Cinder block sides, front is stucco",Green,,,other,Minor paint coating issues,Fair,Fair,Fair,Operable,,Modern/Recent,,Yes,,,,Wood,Single pane,,"20, 35, 20, 20","Iron_Bars,Screens",,,,Empty_casements_that_are_expose,,Severe,Fair,Fair,Fair,Solid exterior doors,,Wood,,other,Bars and screens ,,,Missing_or_chipped_paint_(fair),,Good,Fair,Fair,Window_AC_units,,1-4 ,No,,Water_leaks_or_bad_odors_(fair),,Fair,Chain-link,,,Severe,other,Concrete patches and dirt,Yes,Severe,Deciduous_tree,4,Repurposed_seating,,Severe,"Fence,Gutters_&_Downspouts,Landscape,Hardscape,Windows,Mechanical_Systems,Roof,Foundations,Doors,Exterior_walls,Trees",6,"Roof_has_minor_issues_or_old_–_,other",Single-hung,,"Leaned_or_slanted_(severe),Broken_or_missing_parts_(severe,Non-operable_(severe)",,Visible repairs,Nico Molina (student),,1029872,Yes,,-98.525107027276,29.419214981338
101,306c63ef-7d12-4c83-9c14-86a3a13a47db,2/9/2024 11:51:03 PM,,2/9/2024 11:51:03 PM,,2/9/2024 10:30:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,other,"Unsure if multi unit, appears to be two separate units that are attached",,,Yes,,Pier and beam,,No,other,Condition varies across structure,Fair,1.5,Pitched,,,"Metal,other",Corrugated tin,Metal 100%,Light grey / Silver,Fair,Single structure,,,"Yes, historic with current hist",,Porch,Crossed-gabled,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,"Mixed_Materials_(two_or_more_fr,Laminate_siding_or_similar_(Har,Wood_siding_(board_and_batten_/",,other,Blue and off white with a purple trim,,"Localized_loose_or_rotting_mate,Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe),Poorly_attached_exterior_siding",,Fair,Fair,Fair,Operable,,Modern/Recent,,No,,,,"Vinyl,Wood",Single pane,,"50, 60, 40, 5","Screens,Iron_Bars,Trims",,,,No_issues,,Good,Good,Good,Good,other,Mix of exterior and glazed,Wood,,other,Bars and screens on left door,,,No_issues,,Good,Good,Good,Window_AC_units,,1-3,No,,"No_issues,other","Appear older, encased well",Good,other,Chain link with barbed wire on top of west side,,Severe,Gravel,,Yes,Good,"Deciduous_tree,Grass",5,other,"Left house, gap between slab and front",Fair,"Exterior_walls,Gutters_&_Downspouts,Roof,Fence,Mechanical_Systems,Windows,Foundations,Trees,Hardscape,Landscape,Doors",6,Roof_has_minor_issues_or_old_–_,Single-hung,,Leaned_or_slanted_(severe),,,Nico Molina (student),,512237,Yes,,-98.524513001798,29.418633989719
102,3911e71d-098d-441b-848a-a095704caa43,2/9/2024 11:51:24 PM,,2/9/2024 11:51:24 PM,,2/9/2024 11:04:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,other,Detached with add on in the back ,,,Yes,,Pier and beam,,No,No_issues,,Fair,1,Pitched,,,Metal,,Metal 100%,Light grey / Silver,Fair,Single structure,,,"Yes, historic with current hist",,Porch,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"other,Localized_loose_or_rotting_mate","Needs new paint, right side appears uneven ",Fair,Fair,Fair,Operable,,Modern/Recent,,No,,,,Wood,Double pane,,"35, 0 , 40, 10","Iron_Bars,Screens,Trims",,,,No_issues,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,other,Screen door covered with plastic,,,No_issues,,Good,Good,Good,None,,,No,,other,None present,Fair,Chain-link,,,Severe,other,"Concrete bricks, cracked stones, dirt",No,Fair,"Deciduous_tree,Perennial_tree",5,"Indoor_furniture_or_appliances_,Non-functioned_vehicles_(non-re,Repurposed_seating",,Fair,"Exterior_walls,Gutters_&_Downspouts,Roof,Mechanical_Systems,Windows,Fence,Foundations,Landscape,Hardscape,Trees,Doors",5,"other,Roof_has_minor_issues_or_old_–_",Single-hung,,Leaned_or_slanted_(severe),,Rusted metal roof,Nico Molina (student),,512239,Yes,,-98.52435097961,29.418634995547
103,09aa238f-ae83-468a-bbd6-a519c2c99048,2/9/2024 11:51:44 PM,esteban.lopezochoa_utsa,2/9/2024 11:51:44 PM,esteban.lopezochoa_utsa,2/9/2024 10:06:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esteban Lopez Ochoa,,643209,No,"Empty lot, cars parked in th front ",-98.520272123065,29.418867909001
104,b72bac90-07e1-49f4-8692-eba4e62fdc71,2/9/2024 11:51:44 PM,esteban.lopezochoa_utsa,2/9/2024 11:51:44 PM,esteban.lopezochoa_utsa,2/9/2024 10:10:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esteban Lopez Ochoa,,643211,No,"Parcel merged with 1802 Guadalupe, same structure",-98.520331018847,29.418728998592
105,b490d120-1e77-4595-bc8c-e77971679885,2/9/2024 11:51:45 PM,esteban.lopezochoa_utsa,2/9/2024 11:51:45 PM,esteban.lopezochoa_utsa,2/9/2024 10:37:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esteban Lopez Ochoa,,643233,No,"Empty lot, house is not here. Abandoned crash car in lot",-98.51963297395,29.418447995288
106,68690611-521f-4adb-a58c-91ee1c5015d9,2/9/2024 11:51:51 PM,,2/9/2024 11:51:51 PM,,2/9/2024 11:25:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Good,1.5,Pitched,,,Asphalt_shingles,,Asphalt 100%,Dark (Grey/ Red/Blue/Brown),Good,Multiple separated structures,,,"Yes, historic with current hist",,Porch,Crossed-gabled,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,"Wood_siding_(board_and_batten_/,Laminate_siding_or_similar_(Har,other",Top is laminate,other,Pink walls with white trim,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Wood,Single pane,,"30, 20, 25, 5 ",Iron_Bars,,,,No_issues,,Good,Good,Good,Good,Glazed doors,,Wood,,other,Bars and screens ,,,No_issues,,Good,Good,Good,HVAC,,0,No,,No_issues,,Good,Chain-link,,,Good,other,Concrete ,Cannot tell,Fair,"Established_landscape/shrubs,Grass,Deciduous_tree",3,No_issues,,Good,"Hardscape,Gutters_&_Downspouts,Fence,Landscape,Trees,Doors,Windows,Foundations,Exterior_walls,Roof,Mechanical_Systems",9,No_issues,"Single-hung,Sliding_window",,,2,,Nico Molina (student),,512240,Yes,,-98.524031964375,29.418603018587
107,583896da-0d9e-4d59-ba62-6ddbd94e34ca,2/9/2024 11:52:07 PM,esteban.lopezochoa_utsa,2/9/2024 11:52:07 PM,esteban.lopezochoa_utsa,2/9/2024 10:39:00 PM,,,,,,,,,Abandoned,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev",,Severe,0,Pitched,,,Asphalt_shingles,,Asphalt 100% ,Dark (Grey/ Red/Blue/Brown),Severe,Single structure,,Neighbors that own the house confirmed that is not being inhabited ,"Yes, historic property without",,Porch,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Ground_slope_goes_towards_the_h",,Severe,,,Wood_siding_(board_and_batten_/,,,,,"Holes_cracks_breaks_(severe),Holes_large_cracks_gaps_and_pen",,Severe,Severe,Severe,Non-operable,,Historic/Old,,Cannot tell,,,,Aluminium,Single pane,,"NA, 40,50,40","Screens,Iron_Bars",,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Iron gates,,,,Rooted_broken_or_missing_parts?,,Severe,Fair,Severe,Window_AC_units,,1-9,No,,Non-operable_(severe),,Disagree,Chain-link,,,Fair,Brick,,No,Severe,"Grass,Established_landscape/shrubs,Perennial_tree",2,"Overgrown_grass/weeds_(severe),Non-functioned_vehicles_(non-re",,Severe,"Foundations,Roof,Windows,Exterior_walls,Doors,Gutters_&_Downspouts,Mechanical_Systems,Landscape,Hardscape,Fence,Trees",2,Large_portion_of_roof_missing/s,Single-hung,,Leaned_or_slanted_(severe),,,Esteban Lopez Ochoa,,643232,Yes,,-98.519691982549,29.418453988348
108,c1957330-3fe5-42f7-850f-e94b65f50e39,2/9/2024 11:52:35 PM,esteban.lopezochoa_utsa,2/9/2024 11:52:35 PM,esteban.lopezochoa_utsa,2/9/2024 11:15:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Poor_drainage_around_the_house_,Wood_siding_is_not_leveled_(sev",,Severe,2,Pitched,,,Asphalt_shingles,,Asphalt 100,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic with current hist",,Canopies,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Ground_slope_goes_towards_the_h",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Holes_cracks_breaks_(severe),Poorly_attached_exterior_siding",,Severe,Fair,Severe,Operable,,Historic/Old,,No,,,,Wood,Single pane,,"NA, 40, 20, 30",Screens,,,,Isolated_damage_that_can_be_rep,,Fair,Severe,Fair,Fair,Solid exterior doors,,Wood,,Screens,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,2-9,No,,other,Old,Fair,Chain-link,,,Fair,Brick,,No,Severe,"Grass,Perennial_tree",1,Indoor_furniture_or_appliances_,,Fair,"Foundations,Exterior_walls,Windows,Gutters_&_Downspouts,Hardscape,Doors,Roof,Mechanical_Systems,Landscape,Fence,Trees",4,No_issues,Single-hung,,,,,Esteban Lopez Ochoa,,643236,Yes,,-98.519339020606,29.418421005559
109,a15ffeaa-73a0-4a31-bdbe-2cc9db83f6b3,2/10/2024 7:07:58 AM,sheikh.kenneh_utsa,2/10/2024 7:07:58 AM,sheikh.kenneh_utsa,2/9/2024 10:33:00 PM,,,,,,,,,other,Used for storage ,Single family home,,1,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,No_issues,,Good,1,Pitched,,,"Metal,Asphalt_shingles",,"Metal, 70%; Asphalt 30",other,Severe,Single structure,,,"Yes, historic property without",,Canopies,Gabble_Roof,Grey & Red,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,"Wood_siding_(board_and_batten_/,Brick",,other,Tan ,,"Localized_loose_or_rotting_mate,Poorly_attached_exterior_siding",,Fair,Severe,Severe,Non-operable,,other,,Yes,,,,Steel,,,,,,,,other,No windows ,Severe,Severe,Severe,Severe,Solid exterior doors,,Vinyl,,Iron gates,,,,Rooted_broken_or_missing_parts?,,Severe,Good,Severe,None,,,No,,Non-operable_(severe),,Disagree,Chain-link,,,Good,Gravel,,No,Fair,"Grass,Deciduous_tree",1,No_issues,,Fair,"Roof,Mechanical_Systems,Gutters_&_Downspouts,Windows,Trees,Doors,Exterior_walls,Foundations,Hardscape,Fence,Landscape",5,"Roof_has_minor_issues_or_old_–_,other",other,No windows ,Missing_or_chipped_paint_(fair),,Roof instulation falling from within,Sheikh Kenneh (GRA),,644362,Yes,,-98.521561784203,29.4189164256621
110,3c90bf7a-00df-40a9-aa4d-b1b0ff12a5c1,2/12/2024 6:45:21 PM,,2/21/2024 5:56:44 PM,esteban.lopezochoa_utsa,2/9/2024 10:06:00 PM,,,,,,,,,Abandoned,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Leaning_chimney_and_leaning_win,Wood_siding_is_not_leveled_(sev,Water_leaks_(fair),Poor_drainage_around_the_house_",,Severe,2,Pitched,,,Asphalt_shingles,,100%,Dark (Grey/ Red/Blue/Brown),Severe,Single structure,,,"Yes, historic property without",,Porch,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,No_issues",,Severe,,,"Stucco,Asbestos_(Cement_Siding/Cement_",,White/Whitish,,,Poorly_attached_exterior_siding,,Severe,Severe,Severe,Non-operable,,Historic/Old,,Yes,,,,Wood,Single pane,,East 10% norte 10 % South unknown wést40%,Iron_Bars,,,,"Empty_casements_that_are_expose,other",Bromean and missing windows ,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Trims,,,,"Rooted_broken_or_missing_parts?,Non_operable_(severe)",,Severe,,Severe,None,,,No,,other,No me gusta,Disagree,Chain-link,,,Severe,other,Concretó entra e pathway ,No,Severe,"Grass,Perennial_tree,Deciduous_tree",2,No_issues,,Fair,"Foundations,Roof,Windows,Exterior_walls,Hardscape,Gutters_&_Downspouts,Doors,Mechanical_Systems,Fence,Landscape,Trees",2,Large_portion_of_roof_missing/s,"Double-hung,Single-hung",,Leaned_or_slanted_(severe),,,Olivia Cruz,,532115,Yes,,-98.5181879715034,29.4182361647248
111,5e5ac4a1-4092-4764-89f5-395bc8113fe6,2/12/2024 6:45:45 PM,,2/21/2024 5:59:12 PM,esteban.lopezochoa_utsa,2/9/2024 10:53:00 PM,,,,,,,,,Vacant for rent,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,Cracks_on_walls_and_or_porch_(s,,Fair,2,Pitched,,,"Asphalt_shingles,Clay_tiles,Slate_roofing",,100%,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic property without",,Porch,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,"Laminate_siding_or_similar_(Har,other",Plywood skirt,Green,,,Localized_loose_or_rotting_mate,,Good,Fair,Fair,Operable,,Historic/Old,,No,,,,Wood,Single pane,,S10%. E20%   W30%,"Trims,other",Window uníts metal cases,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Glazed doors,,Wood,,Iron gates,,,,No_issues,,Fair,Fair,Fair,None,,,No,,No_issues,,Disagree,Chain-link,,,Fair,other,Concrete paving _ cracked ,No,Fair,Grass,4,"No_issues,other",Sepárate canope / porchesito,Fair,"Gutters_&_Downspouts,Mechanical_Systems,Exterior_walls,Windows,Roof,Hardscape,Landscape,Doors,Foundations,Fence,Trees",7,"No_issues,other",Single-hung,,,,No sé ve muy bien,Olivia Cruz,,532126,Yes,,-98.5164175312964,29.4181065573141
112,93486c19-8a53-449e-8a36-f4b671cfcca7,2/16/2024 10:19:00 PM,sheikh.kenneh_utsa,2/21/2024 4:38:43 PM,esteban.lopezochoa_utsa,2/16/2024 10:18:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheikh Kenneh (GRA),,644368,No,,-98.5219202793897,29.4186153989976
113,befa74dc-8fee-466e-89d5-1b8d0c6d284d,2/16/2024 10:19:25 PM,,2/16/2024 10:19:25 PM,,2/16/2024 10:18:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piotr Cholodecki (student),,644369,No,Vacant lot,-98.5219019016542,29.41864457122
114,90ab8e87-899f-4747-bf26-05e3eb28c1a8,2/16/2024 10:22:51 PM,Skylar.Joiner_utsa,2/16/2024 10:22:51 PM,Skylar.Joiner_utsa,2/16/2024 10:20:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skylar Joiner (student),,643225,No,Vacant lot,-98.5191569592364,29.4187607372258
115,2a2c2cee-46f4-4b48-bb3f-ddb42ad45613,2/16/2024 10:23:44 PM,samuel.rueda_utsa,2/16/2024 10:23:44 PM,samuel.rueda_utsa,2/16/2024 10:15:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,other,No structure ,,,No,,other,N/A,No,other,N/A,Good,0,other,N/A,,other,N/A,"N/A
",other,Good,other,0,,NA / Cannot tell,,,,N/A,No,,,,,,,,other,N/A,Good,,,other,N/A,,,,No_issues,,Good,Good,Good,other,N/A,other,N/A,other,N/A,,,Wood,other,N/A,N/A,,,,,other,N/A,Good,Good,Good,Good,other,N/A,other,N/A,other,N/A,,,other,N/A,Good,Good,Good,other,N/A,N/A,other,N/A,other,,Good,Chain-link,,,Severe,None,,,,Grass,1,"Overgrown_grass/weeds_(severe),Dead/rotten_trees_(severe)",,Severe,"Landscape,Exterior_walls,Gutters_&_Downspouts,Mechanical_Systems,Hardscape,Foundations,Roof,Fence,Trees,Doors,Windows",5,other,other,N/A,Broken_or_missing_parts_(severe,,N/A,Sam Rueda (student),,512280,Yes,,-98.524953778201,29.41835711688
116,7b2c42ab-8e64-42fe-a316-16d9e413d46e,2/16/2024 10:25:09 PM,,2/16/2024 10:25:09 PM,,2/16/2024 9:47:00 PM,,,,,,,,,other,Yard with trampoline and lawn furniture ,other,Yard for single family home ,1,Residential,,other,"No structure, yard usage",,,Yes,,other,None,No,No_issues,,Good,0.01,other,None,,other,None,None,other,Fair,other,Part of the yard for 2005 Colima ,,Not historic (if built after 19,,other,,None,No,,,,,,,,No_issues,,Fair,None,,other,None,,,,No_issues,,Fair,Fair,Fair,other,No windows,other,No windows,No,,,,Wood,other,No windows,Na,other,No windows,,,No_issues,,Fair,Fair,Fair,Fair,other,No doors,other,No doors,other,No doors ,,,No_issues,,Fair,Fair,Fair,None,,,Cannot tell,,No_issues,,Fair,Wrought Iron,,,Fair,None,,,,Grass,0,No_issues,,Fair,"Landscape,Hardscape,Fence,Trees,Mechanical_Systems,Windows,Foundations,Gutters_&_Downspouts,Doors,Roof,Exterior_walls",7,No_issues,other,No windows,Missing_or_chipped_paint_(fair),,,other,Michaela Dodd (student),512256,Yes,,-98.5247165795523,29.4184435089529
117,2caaa92e-713a-4b82-bbd6-9f27dd35f636,2/16/2024 10:25:33 PM,,2/17/2024 11:02:03 PM,esteban.lopezochoa_utsa,2/16/2024 10:09:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Good,2,Pitched,,,Metal,,100%; metal,Light grey / Silver,Severe,Single structure,,,"Yes, historic with current hist",,other,Cross-hipped,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate",,Good,Severe,Severe,Cannot tell,,Modern/Recent,,No,,,,Aluminium,Single pane,,"25%,40%,0%,25%",Iron_Bars,,,,Empty_casements_that_are_expose,,Severe,Fair,Severe,Severe,Solid exterior doors,,Aluminum,,other,None,,,No_issues,,Good,Good,Good,Cannot_tell,,,Cannot tell,,other,Cannot tell,Disagree,Chain-link,,,Good,Concrete,,,,Grass,0,Indoor_furniture_or_appliances_,,Fair,"Exterior_walls,Roof,Windows,Mechanical_Systems,Foundations,Gutters_&_Downspouts,Landscape,Trees,Hardscape,Doors,Fence",3,Large_portion_of_roof_missing/s,"Single-hung,Sliding_window",,,,,Salomon Mendoza (student),,1019221,Yes,,-98.5193090133903,29.4175670153535
118,5a3ca082-ff3b-4417-abe7-0e93219898a8,2/16/2024 10:31:05 PM,,2/16/2024 10:31:05 PM,,2/16/2024 10:14:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamauj Thomas (student),,643239,No,"Lot is vacant 
",-98.520756987166,29.418057985333
119,8b706079-77de-4e1b-9e88-e6773a17b53d,2/16/2024 10:31:18 PM,,2/16/2024 10:31:18 PM,,2/16/2024 10:09:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Attached (row houses),,,,No,,Pier and beam,,No,No_issues,,Good,1,Pitched,,,Clay_tiles,,100% arcilla,Light grey / Silver,Good,Single structure,,,Not historic (if built after 19,,other,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,No_issues",,Good,Ninguno,,Wood_siding_(board_and_batten_/,,other,Beige y cafe ,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Aluminium,,,"N:0; S:30%, E:0 O: 10%",other,Marcos ,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,other,Ninguno,,,No_issues,,Good,Good,Good,Cannot_tell,,N/A,Cannot tell,,"No_issues,other",No se puede observar,Good,Wrought Iron,,,Good,Concrete,,,,Perennial_tree,1,other,Pasto un poco crecido,Fair,"Fence,Mechanical_Systems,Landscape,Hardscape,Roof,Foundations,Trees,Windows,Exterior_walls,Doors,Gutters_&_Downspouts",10,No_issues,Single-hung,,,,,Ana Polanco,,512284,Yes,,-98.525201994239,29.41849799334
120,74eeec54-cb4f-47d4-b51d-7072992dd687,2/16/2024 10:33:43 PM,,2/16/2024 10:33:43 PM,,2/16/2024 10:09:00 PM,,,,,,,,,Occupied,,Single family home,,2,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Good,4,Pitched,,,Asphalt_shingles,,100% asphalt shingles,Black,Good,Single structure,,,Not historic (if built after 19,,,Gabble_Roof,,No,,,,,,,,"No_issues,No_gutters_downspouts_and_hard_",,Fair,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Poorly_attached_exterior_siding,,Good,Good,Fair,Non-operable,,Modern/Recent,,No,,,,Aluminium,Double pane,,"E 60%, S 20%, W 20%",Iron_Bars,,,,No_issues,,Good,Good,Good,Fair,Solid exterior doors,,Wood,,other,No option for none,,,No_issues,,Good,Good,Good,None,,,Cannot tell,,No_issues,,Fair,Chain-link,,,Good,Concrete,,,,"Grass,Perennial_tree",2,No_issues,,Good,"Mechanical_Systems,Exterior_walls,Gutters_&_Downspouts,Foundations,Doors,Trees,Hardscape,Roof,Fence,Windows,Landscape",8,No_issues,Single-hung,,,,,Kenya Felder (GRA),,,Yes,,-98.507695324004,29.417860694016
121,16319143-0904-42db-acae-b189ca017b1a,2/16/2024 10:39:47 PM,sheikh.kenneh_utsa,2/16/2024 10:39:47 PM,sheikh.kenneh_utsa,2/16/2024 10:21:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Good,2,Pitched,,,Asphalt_shingles,,100%,Black,Good,Single structure,,,Not historic (if built after 19,,Porch,Gabble_Roof,,No,,,,,,,,"No_issues,Inadequate_roof_drainage:_E.g._",,Severe,,,Vinyl_Siding_,,White/Whitish,,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Vinyl,Double pane,,"15%,5%,15%,30%",,,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Vinyl,,Iron gates,,,,No_issues,,Good,Good,Good,HVAC,,,No,,No_issues,,Good,Steel/Metal,,,Good,Concrete,,,,"Grass,Deciduous_tree",2,No_issues,,Good,"Gutters_&_Downspouts,Fence,Foundations,Landscape,Doors,Mechanical_Systems,Windows,Exterior_walls,Hardscape,Roof,Trees",9,No_issues,Double-hung,,,,,Sheikh Kenneh (GRA),,644366,Yes,,-98.5221285388522,29.4185969854719
